SKU_ID,SKU_Name,Category,Sub_Category,Brand,Tax_Percent,Unit_Cost,MRP
SKU00240,Snackify Frozen Snacks Pack,Frozen,Frozen Snacks,Snackify,18,75.99,103.61
SKU00241,UrbanLeaf Skin Care 500g,Personal Care,Skin Care,UrbanLeaf,18,46.07,70.29
SKU00242,HealthHub Coffee 1L,Beverages,Coffee,Unknown,12,135.74,173.84
SKU00243,FrostBite Namkeen 250g,Snacks,Namkeen,FrostBite,12,104.64,180.31
SKU00244,DailyDairy Paneer 750ml,Dairy,Paneer,DailyDairy,5,43.1,59.66
SKU00245,Snackify Soap 1kg,Personal Care,Soap,Snackify,18,94.21,150.6
SKU00246,BabyBloom Spices 2L,Groceries,Spices,BabyBloom,5,58.12,88.82
SKU00247,Snackify Biscuits 1kg,Snacks,Biscuits,Snackify,12,264.74,381.51
SKU00248,HealthHub Cheese 1kg,Dairy,Cheese,HealthHub,5,42.33,74.89
SKU00249,Snackify Detergent Pack,Home Care,Detergent,Snackify,18,125.96,216.26
SKU00250,DailyDairy Wipes 200ml,Baby Care,Wipes,DailyDairy,5,101.96,168.69
SKU00251,HealthHub Ready Meals 1L,Frozen,Ready Meals,HealthHub,18,50.2,66.02
SKU00252,CleanPro Cheese 100g,Dairy,Cheese,CleanPro,5,37.55,56.49
SKU00253,CleanPro Juice 100g,Beverages,Juice,CleanPro,12,71.24,114.56
SKU00254,DailyDairy Freshener 200ml,Home Care,Freshener,DailyDairy,18,45.84,59.7
SKU00255,UrbanLeaf Dishwash 100g,Home Care,Dishwash,UrbanLeaf,18,231.01,377.17
SKU00256,FreshCo Floor Cleaner 750ml,Home Care,Floor Cleaner,FreshCo,18,11.33,19.25
SKU00257,BabyBloom Coffee 2L,Beverages,Coffee,BabyBloom,12,76.91,136.29
SKU00258,FrostBite Detergent 500g,Home Care,Detergent,FrostBite,18,60.39,92.16
SKU00259,FrostBite Milk 1L,Dairy,Milk,FrostBite,5,121.55,153.86
SKU00260,Nestora Baby Food 100g,Baby Care,Baby Food,Nestora,5,149.08,203.41
SKU00261,Nestora Detergent 1L,Home Care,Detergent,Nestora,18,81.73,138.36
SKU00262,AquaFizz Detergent 2L,Home Care,Detergent,AquaFizz,18,65.02,86.58
SKU00263,HealthHub Skin Care 100g,Personal Care,Skin Care,HealthHub,18,49.44,78.72
SKU00264,HealthHub Rice Combo,Groceries,Rice,HealthHub,5,87.01,140.02
SKU00265,Nestora Biscuits 250g,Snacks,Biscuits,Nestora,12,158.26,236.52
SKU00266,Nestora Biscuits 1L,Snacks,Biscuits,Nestora,12,32.45,54.58
SKU00267,HealthHub Tea 1L,Beverages,Tea,HealthHub,12,148.73,195.96
SKU00268,Snackify Pulses 250g,Groceries,Pulses,Snackify,5,135.1,214.95
SKU00269,CleanPro Deodorant 1kg,Personal Care,Deodorant,CleanPro,18,56.79,82.87
SKU00270,FrostBite Detergent 2L,Home Care,Detergent,FrostBite,18,48.67,83.79
SKU00271,Snackify Diapers 1kg,Baby Care,Diapers,Snackify,5,61.32,90.02
SKU00272,UrbanLeaf Meat 2L,Frozen,Meat,UrbanLeaf,18,84.96,115.02
SKU00273,Snackify Curd 100g,Dairy,Curd,Snackify,5,49.68,71.51
SKU00274,CleanPro Frozen Snacks 750ml,Frozen,Frozen Snacks,CleanPro,18,124.47,191.53
SKU00275,HealthHub Pulses 250g,Groceries,Pulses,HealthHub,5,26.79,34.67
SKU00276,Nestora Ready Meals 250g,Frozen,Ready Meals,Nestora,18,121.47,209.54
SKU00277,Snackify Freshener 1L,Home Care,Freshener,Snackify,18,29.86,48.02
SKU00278,UrbanLeaf Spices 750ml,Groceries,Spices,UrbanLeaf,5,91.41,129.99
SKU00279,Snackify Milk Combo,Dairy,Milk,Snackify,5,190.46,301.77
SKU00280,UrbanLeaf Chocolate 200ml,Snacks,Chocolate,UrbanLeaf,12,19.13,34.26
SKU00281,BabyBloom Rice 200ml,Groceries,Rice,Unknown,5,41.52,65.67
SKU00282,HealthHub Ice Cream Combo,Frozen,Ice Cream,HealthHub,18,105.84,155.95
SKU00283,UrbanLeaf Instant Noodles 200ml,Snacks,Instant Noodles,UrbanLeaf,12,29.57,48.05
SKU00284,UrbanLeaf Namkeen 2L,Snacks,Namkeen,UrbanLeaf,12,93.21,155.28
SKU00285,FreshCo Shampoo 750ml,Personal Care,Shampoo,FreshCo,18,40.88,66.54
SKU00286,CleanPro Wipes 200ml,Baby Care,Wipes,CleanPro,5,20.53,28.05
SKU00287,AquaFizz Spices 500g,Groceries,Spices,AquaFizz,5,198.09,249.89
SKU00288,HealthHub Ice Cream 200ml,Frozen,Ice Cream,HealthHub,18,64.6,92.01
SKU00289,Snackify Tissues Combo,Home Care,Tissues,Snackify,18,35.35,52.64
SKU00290,UrbanLeaf Freshener Combo,Home Care,Freshener,UrbanLeaf,18,60.78,103.77
SKU00291,Snackify Detergent 2L,Home Care,Detergent,Snackify,18,45.04,58.49
SKU00292,AquaFizz Skin Care 1kg,Personal Care,Skin Care,AquaFizz,18,43.87,75.19
SKU00293,DailyDairy Soap 500g,Personal Care,Soap,DailyDairy,18,171.07,219.43
SKU00294,FreshCo Pulses 750ml,Groceries,Pulses,FreshCo,5,54.52,77.56
SKU00295,CleanPro Powder 750ml,Baby Care,Powder,CleanPro,5,107.94,158.91
SKU00296,DailyDairy Energy Drink 750ml,Beverages,Energy Drink,DailyDairy,12,90.76,159.96
SKU00297,FrostBite Frozen Snacks 2L,Frozen,Frozen Snacks,FrostBite,18,86.16,152.67
SKU00298,Nestora Wipes 500g,Baby Care,Wipes,Nestora,5,32.32,41.12
SKU00299,DailyDairy Baby Lotion Pack,Baby Care,Baby Lotion,DailyDairy,5,36.48,49.53
SKU00300,FrostBite Wipes 750ml,Baby Care,Wipes,FrostBite,5,61.4,91.89
SKU00301,UrbanLeaf Milk 250g,Dairy,Milk,UrbanLeaf,5,138.41,193.75
SKU00302,FreshCo Frozen Snacks Pack,Frozen,Frozen Snacks,FreshCo,18,19.26,34.17
SKU00303,UrbanLeaf Rice 1kg,Groceries,Rice,Unknown,5,95.69,151.83
SKU00304,FreshCo Instant Noodles 500g,Snacks,Instant Noodles,FreshCo,12,102.36,146.33
SKU00305,Nestora Frozen Veg 1kg,Frozen,Frozen Veg,Nestora,18,67.75,107.03
SKU00306,UrbanLeaf Curd Pack,Dairy,Curd,UrbanLeaf,5,80.05,129.76
SKU00307,DailyDairy Coffee 1kg,Beverages,Coffee,DailyDairy,12,42.31,72.82
SKU00308,CleanPro Instant Noodles 200ml,Snacks,Instant Noodles,CleanPro,12,110.58,192.2
SKU00309,CleanPro Instant Noodles Pack,Snacks,Instant Noodles,CleanPro,12,18.26,27.06
SKU00310,BabyBloom Toothpaste Pack,Personal Care,Toothpaste,BabyBloom,18,148.61,247.75
SKU00311,CleanPro Tissues Combo,Home Care,Tissues,CleanPro,18,47.85,85.43
SKU00312,AquaFizz Floor Cleaner 500g,Home Care,Floor Cleaner,AquaFizz,18,308.54,476.26
SKU00313,Snackify Dishwash 200ml,Home Care,Dishwash,Snackify,18,80.595,172.39
SKU00314,Snackify Juice 200ml,Beverages,Juice,Snackify,12,137.4,208.69
SKU00315,BabyBloom Tea 500g,Beverages,Tea,BabyBloom,12,113.26,165.41
SKU00316,BabyBloom Chocolate 2L,Snacks,Chocolate,BabyBloom,12,80.84,110.09
SKU00317,BabyBloom Cheese 750ml,Dairy,Cheese,BabyBloom,5,168.54,219.13
SKU00318,Snackify Namkeen 250g,Snacks,Namkeen,Snackify,12,116.97,167.09
SKU00319,AquaFizz Toothpaste 1kg,Personal Care,Toothpaste,AquaFizz,18,166.99,241.32
SKU00320,UrbanLeaf Wipes Combo,Baby Care,Wipes,UrbanLeaf,5,70.71,110.55
SKU00321,BabyBloom Pulses 100g,Groceries,Pulses,BabyBloom,5,54.11,87.59
SKU00322,AquaFizz Energy Drink 500g,Beverages,Energy Drink,AquaFizz,12,165.6,271.74
SKU00323,UrbanLeaf Atta 100g,Groceries,Atta,UrbanLeaf,5,93.48,156.4
SKU00324,BabyBloom Ready Meals 250g,Frozen,Ready Meals,BabyBloom,18,203.74,318.8
SKU00325,FrostBite Atta 1L,Groceries,Atta,FrostBite,5,111.46,170.72
SKU00326,Nestora Rice 500g,Groceries,Rice,Nestora,5,59.28,94.04
SKU00327,FreshCo Namkeen 2L,Snacks,Namkeen,FreshCo,12,124.45,203.65
SKU00328,DailyDairy Instant Noodles 750ml,Snacks,Instant Noodles,DailyDairy,12,110.4,189.34
SKU00329,UrbanLeaf Energy Drink 1L,Beverages,Energy Drink,UrbanLeaf,12,95.68,132.85
SKU00330,FrostBite Instant Noodles 200ml,Snacks,Instant Noodles,FrostBite,12,77.88,134.15
SKU00331,DailyDairy Shampoo 200ml,Personal Care,Shampoo,DailyDairy,18,33.43,45.43
SKU00332,FreshCo Diapers 200ml,Baby Care,Diapers,FreshCo,5,103.56,130.44
SKU00333,CleanPro Soft Drink 500g,Beverages,Soft Drink,CleanPro,12,32.5,54.87
SKU00334,AquaFizz Edible Oil Combo,Groceries,Edible Oil,AquaFizz,5,62.99,86.73
SKU00335,BabyBloom Powder Pack,Baby Care,Powder,BabyBloom,5,204.21,349.44
SKU00336,Nestora Dishwash 500g,Home Care,Dishwash,Nestora,18,65.68,94.99
SKU00337,Nestora Edible Oil 750ml,Groceries,Edible Oil,Nestora,5,139.48,201.42
SKU00338,UrbanLeaf Soap 500g,Personal Care,Soap,UrbanLeaf,18,55.65,96.18
SKU00339,HealthHub Milk 2L,Dairy,Milk,HealthHub,5,70.15,116.97
SKU00340,Snackify Dishwash 1L,Home Care,Dishwash,Snackify,18,72.9,93.46
SKU00341,UrbanLeaf Meat 2L,Frozen,Meat,UrbanLeaf,18,121.75,215.42
SKU00342,CleanPro Tea 500g,Beverages,Tea,CleanPro,12,127.34,173.77
SKU00343,Nestora Powder 750ml,Baby Care,Powder,Nestora,5,27.67,44.73
SKU00344,FreshCo Ready Meals Pack,Frozen,Ready Meals,FreshCo,18,109.9,194.23
SKU00345,FreshCo Soap 100g,Personal Care,Soap,FreshCo,18,117.67,201.6
SKU00346,FreshCo Detergent 250g,Home Care,Detergent,FreshCo,18,29,44.04
SKU00347,CleanPro Tea 2L,Beverages,Tea,CleanPro,12,182.04,322.38
SKU00348,CleanPro Meat 100g,Frozen,Meat,CleanPro,18,159.59,259.68
SKU00349,BabyBloom Detergent 500g,Home Care,Detergent,BabyBloom,18,69.56,96.51
SKU00350,DailyDairy Toothpaste 1L,Personal Care,Toothpaste,DailyDairy,18,51.36,91.44
SKU00351,DailyDairy Toothpaste 750ml,Personal Care,Toothpaste,DailyDairy,18,27.51,42.97
SKU00352,DailyDairy Instant Noodles 750ml,Snacks,Instant Noodles,DailyDairy,12,88.89,126.87
SKU00353,BabyBloom Baby Lotion 500g,Baby Care,Baby Lotion,BabyBloom,5,133.55,198.86
SKU00354,DailyDairy Spices Combo,Groceries,Spices,DailyDairy,5,55.4,75.16
SKU00355,Snackify Coffee Combo,Beverages,Coffee,Snackify,12,110.82,173.48
SKU00356,UrbanLeaf Paneer 200ml,Dairy,Paneer,UrbanLeaf,5,114.26,178.44
SKU00357,FreshCo Rice 1kg,Groceries,Rice,FreshCo,5,69.15,92.51
SKU00358,UrbanLeaf Toothpaste 500g,Personal Care,Toothpaste,UrbanLeaf,18,50.74,75
SKU00359,UrbanLeaf Rice 500g,Groceries,Rice,UrbanLeaf,5,86.55,120.86
SKU00360,FreshCo Milk Combo,Dairy,Milk,FreshCo,5,120.21,209.47
SKU00361,BabyBloom Biscuits 1kg,Snacks,Biscuits,BabyBloom,12,49.99,67.84
SKU00362,DailyDairy Ice Cream 1L,Frozen,Ice Cream,DailyDairy,18,80.93,53.19
SKU00363,Nestora Detergent 500g,Home Care,Detergent,Nestora,18,35.71,57.21
SKU00364,FrostBite Cheese 1kg,Dairy,Cheese,FrostBite,5,64.02,101.28
SKU00365,DailyDairy Shampoo 100g,Personal Care,Shampoo,DailyDairy,18,29.97,43.61
SKU00366,Snackify Namkeen 100g,Snacks,Namkeen,Snackify,12,46.9,64.93
SKU00367,CleanPro Pulses 100g,Groceries,Pulses,CleanPro,5,25.5,31.99
SKU00368,AquaFizz Pulses Combo,Groceries,Pulses,AquaFizz,5,94.05,128.15
SKU00369,HealthHub Baby Food 500g,Baby Care,Baby Food,HealthHub,5,80.52,136.7
SKU00370,Snackify Ice Cream 2L,Frozen,Ice Cream,Snackify,18,79.22,111.14
SKU00371,FrostBite Cheese 500g,Dairy,Cheese,FrostBite,5,36.3,56.04
SKU00372,HealthHub Detergent 100g,Home Care,Detergent,HealthHub,18,47.5,67.15
SKU00373,Nestora Skin Care 2L,Personal Care,Skin Care,Nestora,18,36.56,46.99
SKU00374,Nestora Floor Cleaner 500g,Home Care,Floor Cleaner,Nestora,18,48.9,72.46
SKU00375,FreshCo Chocolate Pack,Snacks,Chocolate,FreshCo,12,10.76,19.32
SKU00376,HealthHub Skin Care 250g,Personal Care,Skin Care,HealthHub,18,74.16,109.09
SKU00377,UrbanLeaf Energy Drink 100g,Beverages,Energy Drink,UrbanLeaf,12,114.72,164.45
SKU00378,FrostBite Dishwash 200ml,Home Care,Dishwash,FrostBite,18,48.67,76.18
SKU00379,FrostBite Milk 2L,Dairy,Milk,FrostBite,5,56.31,81.49
SKU00380,AquaFizz Cheese 1kg,Dairy,Cheese,AquaFizz,5,71.01,97.98
SKU00381,FreshCo Ready Meals 750ml,Frozen,Ready Meals,FreshCo,18,39.38,57.49
SKU00382,DailyDairy Pulses 100g,Groceries,Pulses,DailyDairy,5,98.04,171.09
SKU00383,BabyBloom Soft Drink 2L,Beverages,Soft Drink,BabyBloom,12,54.17,71.96
SKU00384,DailyDairy Skin Care Pack,Personal Care,Skin Care,DailyDairy,18,154.89,204.78
SKU00385,HealthHub Deodorant Combo,Personal Care,Deodorant,HealthHub,18,21.82,36.33
SKU00386,HealthHub Pulses 250g,Groceries,Pulses,HealthHub,5,143.08,193.62
SKU00387,BabyBloom Skin Care 250g,Personal Care,Skin Care,BabyBloom,18,109.84,145.21
SKU00388,FrostBite Skin Care 100g,Personal Care,Skin Care,FrostBite,18,86.89,120.24
SKU00389,AquaFizz Dishwash Pack,Home Care,Dishwash,AquaFizz,18,168.25,291.99
SKU00390,DailyDairy Tissues 100g,Home Care,Tissues,DailyDairy,18,162.01,286.3
SKU00391,UrbanLeaf Energy Drink 200ml,Beverages,Energy Drink,UrbanLeaf,12,262.52,462.82
SKU00392,HealthHub Floor Cleaner 2L,Home Care,Floor Cleaner,HealthHub,18,55.07,78.34
SKU00393,DailyDairy Biscuits 250g,Snacks,Biscuits,DailyDairy,12,28.98,50.66
SKU00394,FreshCo Floor Cleaner 200ml,Home Care,Floor Cleaner,FreshCo,18,19.35,24.86
SKU00395,Snackify Curd 200ml,Dairy,Curd,Snackify,5,54.22,82.14
SKU00396,CleanPro Toothpaste 750ml,Personal Care,Toothpaste,CleanPro,18,132.77,206.28
SKU00397,FreshCo Coffee 1kg,Beverages,Coffee,FreshCo,12,30.88,46.23
SKU00398,Snackify Coffee Pack,Beverages,Coffee,Snackify,12,72.2,129.11
SKU00399,Snackify Rice 750ml,Groceries,Rice,Snackify,5,30.96,51.54
SKU00400,CleanPro Tissues Pack,Home Care,Tissues,CleanPro,18,125.1,189.23
SKU00401,CleanPro Atta Combo,Groceries,Atta,CleanPro,5,45.08,74.52
SKU00402,DailyDairy Ice Cream 750ml,Frozen,Ice Cream,DailyDairy,18,146.97,245.35
SKU00403,HealthHub Frozen Veg 1L,Frozen,Frozen Veg,HealthHub,18,132.21,173.42
SKU00404,FrostBite Shampoo 750ml,Personal Care,Shampoo,FrostBite,18,125.5,179.13
SKU00405,FreshCo Namkeen 750ml,Snacks,Namkeen,FreshCo,12,84.68,121.1
SKU00406,UrbanLeaf Freshener 100g,Home Care,Freshener,UrbanLeaf,18,134.6,238.08
SKU00407,FrostBite Ready Meals 500g,Frozen,Ready Meals,FrostBite,18,40.91,70.34
SKU00408,UrbanLeaf Meat 250g,Frozen,Meat,UrbanLeaf,18,100.92,142.83
SKU00409,FrostBite Spices 1kg,Groceries,Spices,FrostBite,5,254.18,455.87
SKU00410,BabyBloom Pulses 1L,Groceries,Pulses,BabyBloom,5,257.43,332.06
SKU00411,BabyBloom Soap 250g,Personal Care,Soap,BabyBloom,18,85.29,122.28
SKU00412,FrostBite Paneer 2L,Dairy,Paneer,FrostBite,5,37.1,50.48
SKU00413,BabyBloom Freshener 500g,Home Care,Freshener,BabyBloom,18,185.89,285.6
SKU00414,AquaFizz Instant Noodles 750ml,Snacks,Instant Noodles,AquaFizz,12,53.65,93.76
SKU00415,UrbanLeaf Wipes 750ml,Baby Care,Wipes,UrbanLeaf,5,194.83,327.96
SKU00416,AquaFizz Paneer 500g,Dairy,Paneer,AquaFizz,5,91.38,116.1
SKU00417,Snackify Juice 750ml,Beverages,Juice,Snackify,12,89.8,124.52
SKU00418,FreshCo Rice 750ml,Groceries,Rice,FreshCo,5,199.02,333.89
SKU00419,HealthHub Frozen Snacks 100g,Frozen,Frozen Snacks,HealthHub,18,74.01,103.92
SKU00420,CleanPro Curd 750ml,Dairy,Curd,CleanPro,5,87.01,147.91
SKU00421,FrostBite Freshener 1L,Home Care,Freshener,FrostBite,18,63.58,101.25
SKU00422,FreshCo Soap 1L,Personal Care,Soap,FreshCo,18,25.81,42.16
SKU00423,DailyDairy Powder 200ml,Baby Care,Powder,DailyDairy,5,125.71,206.52
SKU00424,FrostBite Chocolate 100g,Snacks,Chocolate,FrostBite,12,89.37,140.07
SKU00425,AquaFizz Skin Care 1L,Personal Care,Skin Care,AquaFizz,18,136.84,184.93
SKU00426,CleanPro Soft Drink 750ml,Beverages,Soft Drink,Unknown,12,77.45,134.8
SKU00427,Nestora Skin Care 100g,Personal Care,Skin Care,Nestora,18,41.69,65.04
SKU00428,CleanPro Biscuits 250g,Snacks,Biscuits,CleanPro,12,45.78,75.4
SKU00429,Snackify Baby Lotion Combo,Baby Care,Baby Lotion,Snackify,5,24.16,30.55
SKU00430,UrbanLeaf Cheese 100g,Dairy,Cheese,UrbanLeaf,5,53.29,71.93
SKU00431,FreshCo Ice Cream Combo,Frozen,Ice Cream,FreshCo,18,102.66,160.24
SKU00432,BabyBloom Biscuits 250g,Snacks,Biscuits,BabyBloom,12,93.7,158.42
SKU00433,DailyDairy Rice 1kg,Groceries,Rice,DailyDairy,5,57.91,83.9
SKU00434,HealthHub Juice 1kg,Beverages,Juice,HealthHub,12,61.05,101.54
SKU00435,UrbanLeaf Soap Pack,Personal Care,Soap,UrbanLeaf,18,53.75,67.23
SKU00436,DailyDairy Biscuits 750ml,Snacks,Biscuits,DailyDairy,12,57.62,73.44
SKU00437,HealthHub Deodorant 1kg,Personal Care,Deodorant,HealthHub,18,130.51,212.56
SKU00438,FrostBite Coffee 1L,Beverages,Coffee,FrostBite,12,25.09,44.99
SKU00439,FreshCo Butter 2L,Dairy,Butter,FreshCo,5,101.91,145.09
SKU00440,Snackify Cheese 1L,Dairy,Cheese,Snackify,5,56.67,81.32
SKU00441,FrostBite Skin Care 2L,Personal Care,Skin Care,FrostBite,18,42.22,60.67
SKU00442,FrostBite Spices 200ml,Groceries,Spices,FrostBite,5,70.28,110.26
SKU00443,FrostBite Wipes 200ml,Baby Care,Wipes,FrostBite,5,69.47,101.91
SKU00444,AquaFizz Atta Pack,Groceries,Atta,AquaFizz,5,89.47,129.76
SKU00445,FrostBite Baby Food 250g,Baby Care,Baby Food,FrostBite,5,44.87,75.02
SKU00446,FreshCo Ready Meals 200ml,Frozen,Ready Meals,FreshCo,18,128.12,160.28
SKU00447,Nestora Chips Combo,Snacks,Chips,Nestora,12,70.15,121.28
SKU00448,FreshCo Pulses 2L,Groceries,Pulses,FreshCo,5,123.72,205.08
SKU00449,UrbanLeaf Baby Lotion 500g,Baby Care,Baby Lotion,UrbanLeaf,5,16.02,28.45
SKU00450,UrbanLeaf Freshener 250g,Home Care,Freshener,UrbanLeaf,18,131.38,225.01
SKU00451,AquaFizz Cheese Pack,Dairy,Cheese,AquaFizz,5,76.64,129.26
SKU00452,Snackify Floor Cleaner 250g,Home Care,Floor Cleaner,Snackify,18,45.66,64.43
SKU00453,BabyBloom Frozen Snacks 500g,Frozen,Frozen Snacks,BabyBloom,18,82.32,138.25
SKU00454,AquaFizz Juice Pack,Beverages,Juice,AquaFizz,12,47.2,74.51
SKU00455,BabyBloom Frozen Snacks 100g,Frozen,Frozen Snacks,BabyBloom,18,66.39,95.75
SKU00456,FrostBite Biscuits 1kg,Snacks,Biscuits,FrostBite,12,78.42,132.96
SKU00457,AquaFizz Biscuits 100g,Snacks,Biscuits,AquaFizz,12,200.05,303.92
SKU00458,FreshCo Deodorant 500g,Personal Care,Deodorant,FreshCo,18,116.96,209.52
SKU00459,Snackify Meat 2L,Frozen,Meat,Snackify,18,44.88,73.91
SKU00460,CleanPro Spices 1kg,Groceries,Spices,CleanPro,5,77.03,133.56
SKU00461,DailyDairy Rice Pack,Groceries,Rice,DailyDairy,5,193.42,337.67
SKU00462,BabyBloom Edible Oil Combo,Groceries,Edible Oil,BabyBloom,5,119.75,188.22
SKU00463,UrbanLeaf Meat Combo,Frozen,Meat,UrbanLeaf,18,236.41,411.58
SKU00464,Nestora Curd Pack,Dairy,Curd,Nestora,5,188.72,297.91
SKU00465,UrbanLeaf Shampoo 500g,Personal Care,Shampoo,UrbanLeaf,18,54.33,83.2
SKU00466,Nestora Ice Cream 250g,Frozen,Ice Cream,Nestora,18,96.19,172.88
SKU00467,BabyBloom Toothpaste 100g,Personal Care,Toothpaste,BabyBloom,18,253.73,414.3
SKU00468,Snackify Coffee 500g,Beverages,Coffee,Snackify,12,118.59,193.28
SKU00469,Snackify Chips Combo,Snacks,Chips,Snackify,12,87.64,157.19
SKU00470,HealthHub Spices 2L,Groceries,Spices,HealthHub,5,144.67,230.89
SKU00471,Snackify Rice Combo,Groceries,Rice,Snackify,5,113.19,141.66
SKU00472,FreshCo Ready Meals 500g,Frozen,Ready Meals,FreshCo,18,75.69,122.76
SKU00473,HealthHub Meat 200ml,Frozen,Meat,HealthHub,18,48.77,77.83
SKU00474,BabyBloom Baby Lotion 1kg,Baby Care,Baby Lotion,BabyBloom,5,45.79,75.57
SKU00475,DailyDairy Butter 200ml,Dairy,Butter,DailyDairy,5,51.27,91.57
SKU00476,Nestora Spices 500g,Groceries,Spices,Nestora,5,39.32,65.09
SKU00477,DailyDairy Milk 1kg,Dairy,Milk,DailyDairy,5,61.41,110.35
SKU00478,Nestora Skin Care 100g,Personal Care,Skin Care,Nestora,18,94.79,159.57
